transaction_id,customer_id,amount,currency,payment_method,timestamp,status,failure_reason,failure_category,previous_attempts,customer_success_rate,customer_tenure_days,subscription_status,invoice_age_days,previous_payment_count,previous_successful_payment_count,previous_failed_payment_count,latent_recovery_prob,recovery_outcome,recovered_amount
TXN-13548,CUST-1864,7069.41,INR,DEBIT_CARD,2026-08-25T22:20:44,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,2,0.8333,218,NONE,0,6,5,1,0.3769,0,0.0
TXN-13549,CUST-2120,476.2,INR,NACH_EMANDATE,2026-08-31T03:34:19,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.7273,147,NONE,0,11,8,3,0.9032,1,476.2
TXN-13550,CUST-3507,2900.61,INR,NET_BANKING,2026-08-03T07:56:01,FAILED,NETWORK_INTERRUPT,TEMPORARY,2,0.8182,936,NONE,0,11,9,2,0.5667,1,2900.61
TXN-13551,CUST-2863,1674.71,INR,NACH_EMANDATE,2026-08-03T13:51:43,FAILED,BANK_SERVER_DOWN,TEMPORARY,3,0.9,1126,INACTIVE,3,10,9,1,0.3459,0,0.0
TXN-13552,CUST-2165,3217.74,INR,UPI,2026-08-30T00:36:28,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.7273,1060,INACTIVE,5,11,8,3,0.7857,1,3217.74
TXN-13553,CUST-3568,4072.83,INR,NET_BANKING,2026-08-23T22:04:00,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.9167,466,INACTIVE,9,12,11,1,0.6845,1,4072.83
TXN-13554,CUST-3493,1931.84,INR,DEBIT_CARD,2026-08-12T05:41:48,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.7857,505,NONE,0,14,11,3,0.6623,0,0.0
TXN-13555,CUST-2840,300.56,INR,DEBIT_CARD,2026-08-03T07:06:03,FAILED,ACCOUNT_CLOSED,PERMANENT,1,0.6364,1048,NONE,0,11,7,4,0.0263,0,0.0
TXN-13556,CUST-1939,2194.38,INR,NET_BANKING,2026-08-01T14:59:32,FAILED,ACCOUNT_CLOSED,PERMANENT,0,0.8182,1070,INACTIVE,6,11,9,2,0.1122,0,0.0
TXN-13557,CUST-3173,1229.63,INR,UPI,2026-08-23T05:24:50,FAILED,BLOCKED_CARD,PERMANENT,0,0.8889,804,ACTIVE,1,18,16,2,0.3244,0,0.0
TXN-13558,CUST-1978,1135.45,INR,UPI,2026-08-03T17:38:55,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.9167,1073,INACTIVE,5,12,11,1,0.9444,1,1135.45
TXN-13559,CUST-1311,736.73,INR,NACH_EMANDATE,2026-08-21T15:33:17,FAILED,UNHANDLED_ERROR_CODE,UNKNOWN,0,1.0,1089,NONE,0,8,8,0,0.4886,0,0.0
TXN-13560,CUST-1066,4160.7,INR,NACH_EMANDATE,2026-08-03T21:38:50,FAILED,ACCOUNT_CLOSED,PERMANENT,0,0.6,1173,NONE,0,10,6,4,0.2167,0,0.0
TXN-13561,CUST-3034,999.18,INR,NACH_EMANDATE,2026-08-28T05:32:42,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.8125,1122,NONE,0,16,13,3,0.5317,0,0.0
TXN-13562,CUST-2177,940.74,INR,CREDIT_CARD,2026-08-28T15:19:35,FAILED,INVALID_ACCOUNT,PERMANENT,0,0.8,94,INACTIVE,7,15,12,3,0.1262,0,0.0
TXN-13563,CUST-3972,281.47,INR,CREDIT_CARD,2026-08-11T03:18:59,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,1.0,568,NONE,0,14,14,0,0.98,1,281.47
TXN-13564,CUST-1058,3398.07,INR,UPI,2026-08-13T08:08:25,FAILED,EXPIRED_CARD_PERMANENT,PERMANENT,0,0.7,698,INACTIVE,1,10,7,3,0.1501,1,3398.07
TXN-13565,CUST-2965,1982.51,INR,UPI,2026-08-13T22:49:00,FAILED,GATEWAY_TIMEOUT,TEMPORARY,1,0.7273,1102,ACTIVE,4,11,8,3,0.9704,0,0.0
TXN-13566,CUST-1692,1776.94,INR,DEBIT_CARD,2026-08-09T06:34:56,FAILED,BANK_SERVER_DOWN,TEMPORARY,2,0.8462,829,INACTIVE,3,13,11,2,0.5027,0,0.0
TXN-13567,CUST-2746,4708.7,INR,CREDIT_CARD,2026-08-06T03:43:02,FAILED,NETWORK_INTERRUPT,TEMPORARY,1,0.9286,150,INACTIVE,3,14,13,1,0.8548,1,4708.7
TXN-13568,CUST-2182,2867.01,INR,NACH_EMANDATE,2026-08-28T01:15:33,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.8333,430,NONE,0,12,10,2,0.5694,1,2867.01
TXN-13569,CUST-3617,2292.1,INR,UPI,2026-08-07T07:29:19,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.7143,744,ACTIVE,3,7,5,2,0.8285,1,2292.1
TXN-13570,CUST-1013,1473.24,INR,UPI,2026-08-10T02:30:56,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.6667,782,INACTIVE,3,9,6,3,0.7123,1,1473.24
TXN-13571,CUST-1464,638.41,INR,DEBIT_CARD,2026-08-25T17:04:54,FAILED,EXPIRED_CARD_PERMANENT,PERMANENT,0,0.9231,429,ACTIVE,6,13,12,1,0.3401,0,0.0
TXN-13572,CUST-3189,1152.49,INR,NACH_EMANDATE,2026-08-24T18:41:14,FAILED,PROCESSING_DELAY,TEMPORARY,1,0.875,346,ACTIVE,5,8,7,1,0.8845,1,1152.49
TXN-13573,CUST-3736,5506.17,INR,UPI,2026-08-05T21:13:22,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,2,0.7143,831,INACTIVE,6,14,10,4,0.4246,0,0.0
TXN-13574,CUST-2446,2118.72,INR,NET_BANKING,2026-08-27T21:19:32,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.7333,1131,ACTIVE,7,15,11,4,0.5282,1,2118.72
TXN-13575,CUST-2025,849.52,INR,NACH_EMANDATE,2026-08-04T11:54:17,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.9167,325,ACTIVE,3,12,11,1,0.8014,1,849.52
TXN-13576,CUST-1664,745.6,INR,DEBIT_CARD,2026-08-26T18:16:30,FAILED,NETWORK_INTERRUPT,TEMPORARY,1,0.6,553,ACTIVE,16,15,9,6,0.5998,0,0.0
TXN-13577,CUST-3824,5669.86,INR,NET_BANKING,2026-08-18T11:23:25,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,2,0.875,222,NONE,0,16,14,2,0.4258,1,5669.86
TXN-13578,CUST-1122,1709.31,INR,NET_BANKING,2026-08-06T10:40:01,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,1.0,541,INACTIVE,1,12,12,0,0.7733,1,1709.31
TXN-13579,CUST-3098,5569.12,INR,CREDIT_CARD,2026-08-10T15:32:00,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.9,415,ACTIVE,3,10,9,1,0.98,1,5569.12
TXN-13580,CUST-3543,2392.27,INR,NACH_EMANDATE,2026-08-04T15:56:41,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.6667,97,NONE,0,6,4,2,0.98,1,2392.27
TXN-13581,CUST-1928,5146.43,INR,NACH_EMANDATE,2026-08-20T05:12:31,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,1,0.9167,429,INACTIVE,6,12,11,1,0.6052,0,0.0
TXN-13582,CUST-2319,4881.71,INR,CREDIT_CARD,2026-08-03T04:23:06,FAILED,ACCOUNT_CLOSED,PERMANENT,0,0.9286,627,ACTIVE,1,14,13,1,0.2735,0,0.0
TXN-13583,CUST-2855,901.9,INR,UPI,2026-08-18T16:05:45,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.7273,601,NONE,0,11,8,3,0.5654,1,901.9
TXN-13584,CUST-1070,2531.62,INR,DEBIT_CARD,2026-08-01T18:39:56,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.6,229,INACTIVE,0,10,6,4,0.5455,1,2531.62
TXN-13585,CUST-2290,435.14,INR,UPI,2026-08-06T01:49:18,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.7143,280,ACTIVE,1,14,10,4,0.98,1,435.14
TXN-13586,CUST-3435,483.98,INR,NACH_EMANDATE,2026-08-24T09:35:08,FAILED,INVALID_ACCOUNT,PERMANENT,0,0.8462,953,ACTIVE,11,13,11,2,0.2274,0,0.0
TXN-13587,CUST-3024,906.72,INR,UPI,2026-08-02T23:50:31,FAILED,ACCOUNT_CLOSED,PERMANENT,0,0.6667,43,NONE,0,6,4,2,0.2337,1,906.72
TXN-13588,CUST-3613,1106.01,INR,CREDIT_CARD,2026-08-27T11:44:43,FAILED,ACCOUNT_CLOSED,PERMANENT,1,0.5714,688,INACTIVE,8,14,8,6,0.01,0,0.0
TXN-13589,CUST-2743,379.26,INR,UPI,2026-08-04T01:58:41,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.8,1138,ACTIVE,5,20,16,4,0.98,1,379.26
TXN-13590,CUST-2229,7925.37,INR,DEBIT_CARD,2026-08-08T20:18:02,FAILED,NETWORK_INTERRUPT,TEMPORARY,2,0.8889,435,INACTIVE,3,9,8,1,0.5494,0,0.0
TXN-13591,CUST-2149,864.71,INR,NET_BANKING,2026-08-27T04:36:57,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.7857,1076,ACTIVE,14,14,11,3,0.783,1,864.71
TXN-13592,CUST-2490,761.29,INR,NET_BANKING,2026-08-15T23:18:56,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.8889,624,INACTIVE,1,9,8,1,0.9329,1,761.29
TXN-13593,CUST-2666,1981.23,INR,UPI,2026-08-17T07:51:39,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.875,215,INACTIVE,7,8,7,1,0.7471,1,1981.23
TXN-13594,CUST-1756,1894.49,INR,CREDIT_CARD,2026-08-30T16:26:12,FAILED,GATEWAY_TIMEOUT,TEMPORARY,4,0.6667,572,NONE,0,6,4,2,0.3428,1,1894.49
TXN-13595,CUST-3455,477.02,INR,DEBIT_CARD,2026-08-06T00:51:58,FAILED,GATEWAY_TIMEOUT,TEMPORARY,1,0.8,1155,ACTIVE,3,15,12,3,0.9477,1,477.02
TXN-13596,CUST-2082,2726.33,INR,DEBIT_CARD,2026-08-10T06:45:59,FAILED,BANK_SERVER_DOWN,TEMPORARY,2,0.8333,733,ACTIVE,0,12,10,2,0.6919,1,2726.33
TXN-13597,CUST-3360,4727.64,INR,NACH_EMANDATE,2026-08-12T15:44:22,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.8571,692,ACTIVE,4,7,6,1,0.98,1,4727.64
TXN-13598,CUST-1201,914.42,INR,DEBIT_CARD,2026-08-27T16:40:03,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.9091,137,NONE,0,11,10,1,0.6054,1,914.42
TXN-13599,CUST-1326,265.8,INR,NACH_EMANDATE,2026-08-15T20:39:58,FAILED,ACCOUNT_CLOSED,PERMANENT,2,0.875,1065,NONE,0,8,7,1,0.01,0,0.0
TXN-13600,CUST-1411,1361.39,INR,UPI,2026-08-21T19:32:05,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.7,9,INACTIVE,1,10,7,3,0.6205,0,0.0
TXN-13601,CUST-1380,801.09,INR,DEBIT_CARD,2026-08-03T22:38:48,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.6667,496,NONE,0,12,8,4,0.9232,1,801.09
TXN-13602,CUST-1560,409.36,INR,UPI,2026-08-01T14:40:16,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.875,458,NONE,0,8,7,1,0.98,1,409.36
TXN-13603,CUST-1437,1666.77,INR,UPI,2026-08-18T22:44:41,FAILED,EXPIRED_CARD_PERMANENT,PERMANENT,1,0.7273,305,INACTIVE,0,11,8,3,0.01,0,0.0
TXN-13604,CUST-2662,4412.15,INR,DEBIT_CARD,2026-08-30T02:23:40,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.9,957,ACTIVE,7,10,9,1,0.7572,1,4412.15
TXN-13605,CUST-3298,968.24,INR,UPI,2026-08-09T14:10:36,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.6667,282,INACTIVE,5,3,2,1,0.891,1,968.24
TXN-13606,CUST-1758,295.22,INR,UPI,2026-08-12T00:28:30,FAILED,GATEWAY_TIMEOUT,TEMPORARY,1,0.4615,132,INACTIVE,8,13,6,7,0.7736,1,295.22
TXN-13607,CUST-3984,5308.36,INR,CREDIT_CARD,2026-08-26T03:49:31,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.7857,765,NONE,0,14,11,3,0.9671,1,5308.36
TXN-13608,CUST-1977,1714.71,INR,UPI,2026-08-26T19:18:36,FAILED,PROCESSING_DELAY,TEMPORARY,2,0.6667,286,NONE,0,12,8,4,0.6105,0,0.0
TXN-13609,CUST-2119,2766.14,INR,NET_BANKING,2026-08-12T23:11:14,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.9286,65,NONE,0,14,13,1,0.8409,1,2766.14
TXN-13610,CUST-1243,699.04,INR,CREDIT_CARD,2026-08-20T06:34:00,FAILED,PROCESSING_DELAY,TEMPORARY,1,0.8571,32,NONE,0,7,6,1,0.7504,1,699.04
TXN-13611,CUST-1788,690.36,INR,DEBIT_CARD,2026-08-21T01:18:02,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,1,0.8,600,ACTIVE,1,15,12,3,0.7478,1,690.36
TXN-13612,CUST-3419,3431.99,INR,NACH_EMANDATE,2026-08-14T11:49:38,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,1.0,534,INACTIVE,1,11,11,0,0.8428,1,3431.99
TXN-13613,CUST-2020,3600.68,INR,NET_BANKING,2026-08-30T19:10:27,FAILED,GATEWAY_TIMEOUT,TEMPORARY,2,0.8462,213,INACTIVE,12,13,11,2,0.5585,0,0.0
TXN-13614,CUST-3038,793.86,INR,UPI,2026-08-30T02:15:32,FAILED,GATEWAY_TIMEOUT,TEMPORARY,1,0.8095,399,INACTIVE,6,21,17,4,0.7651,1,793.86
TXN-13615,CUST-1783,3482.53,INR,CREDIT_CARD,2026-08-10T08:47:33,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.8889,583,NONE,0,9,8,1,0.98,1,3482.53
TXN-13616,CUST-3624,1886.37,INR,CREDIT_CARD,2026-08-03T08:50:37,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.7333,406,ACTIVE,1,15,11,4,0.98,1,1886.37
TXN-13617,CUST-1945,672.82,INR,UPI,2026-08-04T22:07:05,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.8,879,NONE,0,10,8,2,0.5748,1,672.82
TXN-13618,CUST-3801,4746.98,INR,CREDIT_CARD,2026-08-14T20:12:10,FAILED,EXPIRED_CARD_PERMANENT,PERMANENT,0,0.8,147,ACTIVE,1,10,8,2,0.1422,0,0.0
TXN-13619,CUST-1461,3388.2,INR,CREDIT_CARD,2026-08-06T19:03:41,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,2,0.7778,859,NONE,0,9,7,2,0.4556,1,3388.2
TXN-13620,CUST-3851,11428.65,INR,NET_BANKING,2026-08-17T23:42:34,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.6154,357,ACTIVE,0,13,8,5,0.9471,1,11428.65
TXN-13621,CUST-1845,889.39,INR,CREDIT_CARD,2026-08-07T09:35:23,FAILED,PROCESSING_DELAY,TEMPORARY,2,0.9091,577,ACTIVE,5,22,20,2,0.5361,1,889.39
TXN-13622,CUST-2510,3763.17,INR,NET_BANKING,2026-08-26T14:31:21,FAILED,UNHANDLED_ERROR_CODE,UNKNOWN,1,0.7273,541,INACTIVE,1,11,8,3,0.2455,0,0.0
TXN-13623,CUST-3786,477.11,INR,NET_BANKING,2026-08-11T04:49:17,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,1,0.7692,446,NONE,0,13,10,3,0.5045,1,477.11
TXN-13624,CUST-3601,6379.89,INR,CREDIT_CARD,2026-08-18T13:28:56,FAILED,NETWORK_INTERRUPT,TEMPORARY,1,0.8,805,INACTIVE,1,10,8,2,0.6754,1,6379.89
TXN-13625,CUST-1770,895.41,INR,NET_BANKING,2026-08-14T17:06:49,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.6429,533,INACTIVE,0,14,9,5,0.577,0,0.0
TXN-13626,CUST-2791,1650.13,INR,DEBIT_CARD,2026-08-22T10:49:24,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.5385,213,ACTIVE,5,13,7,6,0.7727,0,0.0
TXN-13627,CUST-2898,712.68,INR,UPI,2026-08-23T16:28:46,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,1.0,50,ACTIVE,7,11,11,0,0.98,1,712.68
TXN-13628,CUST-3147,2217.85,INR,CREDIT_CARD,2026-08-06T18:38:40,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,2,0.75,790,INACTIVE,2,12,9,3,0.3622,0,0.0
TXN-13629,CUST-2176,1358.86,INR,DEBIT_CARD,2026-08-10T00:17:23,FAILED,BLOCKED_CARD,PERMANENT,1,0.9375,124,INACTIVE,3,16,15,1,0.1087,1,1358.86
TXN-13630,CUST-2745,2841.74,INR,NET_BANKING,2026-08-04T14:04:27,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.5385,439,NONE,0,13,7,6,0.7894,0,0.0
TXN-13631,CUST-3402,4802.13,INR,DEBIT_CARD,2026-08-12T07:20:48,FAILED,PROCESSING_DELAY,TEMPORARY,1,0.8667,369,INACTIVE,0,15,13,2,0.8795,1,4802.13
TXN-13632,CUST-2840,380.0,INR,DEBIT_CARD,2026-08-20T09:04:33,FAILED,NETWORK_INTERRUPT,TEMPORARY,2,0.9091,426,INACTIVE,5,11,10,1,0.708,0,0.0
TXN-13633,CUST-2104,1536.14,INR,NET_BANKING,2026-08-22T16:27:27,FAILED,NETWORK_INTERRUPT,TEMPORARY,2,0.9,1083,ACTIVE,5,10,9,1,0.7014,1,1536.14
TXN-13634,CUST-1546,3041.12,INR,CREDIT_CARD,2026-08-25T00:07:03,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,0.9333,676,NONE,0,15,14,1,0.867,1,3041.12
TXN-13635,CUST-2575,560.97,INR,NACH_EMANDATE,2026-08-08T10:34:42,FAILED,GENERIC_DECLINE,UNKNOWN,0,0.625,862,NONE,0,8,5,3,0.5288,0,0.0
TXN-13636,CUST-1449,2550.67,INR,DEBIT_CARD,2026-08-13T18:52:35,FAILED,BANK_SERVER_DOWN,TEMPORARY,2,0.8462,1158,NONE,0,13,11,2,0.6651,1,2550.67
TXN-13637,CUST-3825,406.55,INR,DEBIT_CARD,2026-08-26T11:44:36,FAILED,INVALID_ACCOUNT,PERMANENT,0,0.8889,1185,NONE,0,9,8,1,0.1108,0,0.0
TXN-13638,CUST-2270,2752.41,INR,UPI,2026-08-28T22:47:04,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.6,610,ACTIVE,0,20,12,8,0.98,1,2752.41
TXN-13639,CUST-1438,8480.08,INR,DEBIT_CARD,2026-08-13T06:37:24,FAILED,BLOCKED_CARD,PERMANENT,1,0.9231,509,INACTIVE,1,13,12,1,0.01,0,0.0
TXN-13640,CUST-3737,4423.5,INR,NET_BANKING,2026-08-01T13:55:38,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.9412,418,NONE,0,17,16,1,0.98,1,4423.5
TXN-13641,CUST-1610,1623.0,INR,DEBIT_CARD,2026-08-28T07:18:29,FAILED,GENERIC_DECLINE,UNKNOWN,1,0.7,209,NONE,0,10,7,3,0.1923,0,0.0
TXN-13642,CUST-2719,3047.18,INR,UPI,2026-08-10T19:20:58,FAILED,BANK_SERVER_DOWN,TEMPORARY,3,0.9444,985,INACTIVE,13,18,17,1,0.5046,0,0.0
TXN-13643,CUST-1767,4008.09,INR,DEBIT_CARD,2026-08-22T00:59:04,FAILED,GATEWAY_TIMEOUT,TEMPORARY,3,0.8182,318,NONE,0,11,9,2,0.3596,1,4008.09
TXN-13644,CUST-2028,1079.06,INR,NACH_EMANDATE,2026-08-20T22:18:35,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,1,0.9231,249,ACTIVE,7,13,12,1,0.7159,1,1079.06
TXN-13645,CUST-3743,1270.47,INR,UPI,2026-08-24T07:45:01,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,3,0.8947,886,INACTIVE,4,19,17,2,0.06,0,0.0
TXN-13646,CUST-3558,2823.7,INR,CREDIT_CARD,2026-08-03T15:21:53,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.9286,702,INACTIVE,0,14,13,1,0.7718,1,2823.7
TXN-13647,CUST-2376,3321.77,INR,NET_BANKING,2026-08-27T06:23:28,FAILED,ACCOUNT_CLOSED,PERMANENT,1,0.875,772,ACTIVE,2,8,7,1,0.1429,0,0.0
TXN-13648,CUST-2365,670.89,INR,CREDIT_CARD,2026-08-28T17:17:04,FAILED,EXPIRED_CARD_PERMANENT,PERMANENT,1,0.5714,980,INACTIVE,3,14,8,6,0.01,0,0.0
TXN-13649,CUST-1067,323.09,INR,UPI,2026-08-08T01:36:41,FAILED,INVALID_ACCOUNT,PERMANENT,0,0.6923,171,NONE,0,13,9,4,0.1595,0,0.0
TXN-13650,CUST-1947,2387.55,INR,UPI,2026-08-24T02:11:27,FAILED,PROCESSING_DELAY,TEMPORARY,0,0.9091,1108,ACTIVE,2,11,10,1,0.98,1,2387.55
TXN-13651,CUST-2689,2171.79,INR,UPI,2026-08-28T01:07:41,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,2,0.9091,683,NONE,0,11,10,1,0.3469,0,0.0
TXN-13652,CUST-2807,5439.03,INR,CREDIT_CARD,2026-08-11T19:56:59,FAILED,BLOCKED_CARD,PERMANENT,1,0.5333,320,NONE,0,15,8,7,0.0301,0,0.0
TXN-13653,CUST-1894,244.26,INR,UPI,2026-08-13T20:47:36,FAILED,BANK_SERVER_DOWN,TEMPORARY,0,0.9412,499,ACTIVE,0,17,16,1,0.98,1,244.26
TXN-13654,CUST-1047,584.19,INR,UPI,2026-08-29T23:47:57,FAILED,PROCESSING_DELAY,TEMPORARY,2,0.5625,188,INACTIVE,0,16,9,7,0.5488,1,584.19
TXN-13655,CUST-2842,1748.9,INR,UPI,2026-08-12T21:47:11,FAILED,GENERIC_DECLINE,UNKNOWN,1,0.875,202,INACTIVE,2,8,7,1,0.3984,0,0.0
TXN-13656,CUST-3505,226.2,INR,UPI,2026-08-30T11:05:50,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.9167,315,INACTIVE,13,12,11,1,0.98,1,226.2
TXN-13657,CUST-3199,1101.98,INR,UPI,2026-08-14T20:49:24,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.8889,274,INACTIVE,9,18,16,2,0.6584,0,0.0
TXN-13658,CUST-3216,1305.67,INR,UPI,2026-08-11T22:04:33,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,0,0.75,525,INACTIVE,0,12,9,3,0.8219,1,1305.67
TXN-13659,CUST-2686,5488.77,INR,UPI,2026-08-25T20:51:12,FAILED,BANK_SERVER_DOWN,TEMPORARY,3,0.8667,397,ACTIVE,4,15,13,2,0.5329,0,0.0
TXN-13660,CUST-3387,2263.43,INR,NACH_EMANDATE,2026-08-01T10:06:29,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.7619,716,INACTIVE,0,21,16,5,0.516,0,0.0
TXN-13661,CUST-2749,2472.92,INR,DEBIT_CARD,2026-08-28T10:07:16,FAILED,BANK_SERVER_DOWN,TEMPORARY,3,0.7857,673,INACTIVE,8,14,11,3,0.3458,0,0.0
TXN-13662,CUST-3850,2718.58,INR,UPI,2026-08-06T03:36:31,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.6667,443,NONE,0,9,6,3,0.98,1,2718.58
TXN-13663,CUST-3569,3128.87,INR,DEBIT_CARD,2026-08-09T18:28:26,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.5,591,ACTIVE,2,14,7,7,0.98,1,3128.87
TXN-13664,CUST-1642,3166.22,INR,UPI,2026-08-10T03:00:22,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.7143,948,NONE,0,14,10,4,0.98,1,3166.22
TXN-13665,CUST-1802,216.96,INR,CREDIT_CARD,2026-08-15T17:41:59,FAILED,NETWORK_INTERRUPT,TEMPORARY,0,0.9091,134,ACTIVE,6,11,10,1,0.98,1,216.96
TXN-13666,CUST-2887,4749.81,INR,NET_BANKING,2026-08-07T22:43:16,FAILED,AUTHENTICATION_FAILED,CUSTOMER_ACTION_REQUIRED,0,1.0,466,ACTIVE,5,10,10,0,0.8931,1,4749.81
TXN-13667,CUST-1128,6247.99,INR,CREDIT_CARD,2026-08-15T23:03:06,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,0.5625,1137,INACTIVE,1,16,9,7,0.9317,1,6247.99
TXN-13668,CUST-3812,1764.41,INR,CREDIT_CARD,2026-08-04T11:42:45,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,1,0.9,40,NONE,0,10,9,1,0.6543,1,1764.41
TXN-13669,CUST-1651,455.19,INR,NET_BANKING,2026-08-09T17:39:59,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,0.9412,1174,ACTIVE,3,17,16,1,0.8858,1,455.19
TXN-13670,CUST-2534,1254.45,INR,NACH_EMANDATE,2026-08-21T19:45:03,FAILED,INVALID_ACCOUNT,PERMANENT,0,0.6111,178,ACTIVE,1,18,11,7,0.167,0,0.0
TXN-13671,CUST-1444,5126.24,INR,CREDIT_CARD,2026-08-04T23:17:57,FAILED,INVALID_ACCOUNT,PERMANENT,0,0.5,281,ACTIVE,7,14,7,7,0.0404,0,0.0
TXN-13672,CUST-1629,3552.31,INR,UPI,2026-08-12T13:06:14,FAILED,CARD_LIMIT_EXCEEDED,CUSTOMER_ACTION_REQUIRED,0,1.0,824,INACTIVE,5,2,2,0,0.6566,0,0.0
TXN-13673,CUST-3865,3551.79,INR,DEBIT_CARD,2026-08-26T16:08:56,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,2,0.7778,233,NONE,0,9,7,2,0.3184,0,0.0
TXN-13674,CUST-3923,2808.78,INR,NET_BANKING,2026-08-30T06:22:27,FAILED,OTP_EXPIRED,CUSTOMER_ACTION_REQUIRED,0,0.6923,35,ACTIVE,9,13,9,4,0.7163,1,2808.78
TXN-13675,CUST-3182,3277.83,INR,NET_BANKING,2026-08-09T18:33:06,FAILED,INSUFFICIENT_FUNDS,CUSTOMER_ACTION_REQUIRED,1,0.625,782,INACTIVE,3,8,5,3,0.3603,1,3277.83
